crime_count_500m,violent_count_500m,PIN
0,0,9573120440
117,2,2916200090
107,4,6145602075
150,13,4083800315
11,0,8820900125
66,4,0461002595
0,0,2172000908
53,0,4386700070
188,2,1689401198
148,6,1930300905
11,0,8820901584
14,1,6822100710
113,13,2660500269
50,4,9287801700
50,1,1773101060
0,0,7774200230
0,0,1446800025
35,3,0123039164
43,1,8068000670
0,0,9208900080
742,74,6746700179
57,0,7011200881
204,11,6430500255
19,1,8073000050
0,0,7657600195
17,1,1425039007
101,17,9122000590
41,2,3776300030
23,1,7312400260
0,0,5459000365
26,1,2492200025
104,3,3226049512
14,0,8165500060
179,16,3834500597
143,16,7985400129
15,0,3935900197
98,11,9276202380
25,2,5141000720
64,3,8835400055
69,5,1232001585
48,3,7262200060
11,0,7363600167
27,0,4321200600
94,18,8113100730
16,2,3058600086
117,2,5101405502
75,14,3812400062
0,0,8947000015
200,12,6430500147
183,12,7904700148
98,11,1133000245
13,0,1455100110
158,12,5347200125
0,0,1180007275
48,7,4006000210
0,0,1447600382
104,5,9421500050
52,13,8071000090
21,1,3278612930
35,0,3592501026
105,19,7950301950
0,0,0179000975
0,0,0179001465
139,24,7129304195
0,0,1270000040
10,0,3013300831
51,9,8113101505
17,0,5652600280
76,12,6382500061
86,7,0534000070
1,0,0179001725
2,0,7812801130
10,1,7935000280
0,0,0321100175
5,0,8730600005
0,0,8732200090
66,1,8902000110
10,0,1563101900
0,0,6303401020
0,0,6303401020
0,0,1926059235
197,22,2767704681
90,5,1997200100
77,2,5153000095
78,2,5153000095
11,0,5207200290
13,1,1377800278
0,0,0799000034
12,0,8925100095
61,3,8604900018
19,2,2998800105
122,10,0272000085
0,0,9286730020
12,0,2490200585
33,2,5042300135
19,0,7550800738
69,0,2770605065
0,0,5459000125
283,21,6430500277
45,1,9547204360
15,0,1118000090
51,0,8722100840
18,1,0381000355
175,7,9465200465
56,5,4003500040
0,0,8564600080
100,11,1133000331
11,0,1070000370
50,3,6632300225
171,8,9521101106
6,0,3526039154
136,16,1703400710
0,0,1223049125
0,0,0179000710
67,3,2770601523
0,0,3361400825
69,3,2770601521
33,1,4449800540
76,7,3052700551
24,0,3352401015
40,3,9212900160
70,3,2770601520
185,1,5457800905
48,3,1474400045
91,2,8902500275
27,1,6392001840
204,27,1250200358
148,19,2776600036
13,1,5249801964
45,2,6600000042
202,25,0993001482
99,9,2915200285
150,13,6430000550
105,5,2979800790
10,0,2895600595
280,28,3319500391
0,0,3578200060
18,1,1370800055
33,2,4426600030
25,1,5489200145
92,9,4303200210
81,15,3332500890
48,1,5376200020
176,15,4083300605
102,5,0065000125
44,1,7508700015
202,7,1930300215
102,16,0546000925
0,0,9350900005
148,6,2265000205
40,1,7177300645
48,1,2001700020
45,1,3126049356
106,5,2916200016
243,32,3037200143
124,10,3004800175
25,0,3179101325
68,3,0472000065
13,0,2458400365
13,1,0429000155
0,0,9527000150
131,3,1344300120
0,0,2220400150
51,3,6632300204
0,0,3581000070
15,0,0123039422
54,0,2331300571
100,3,6762700463
125,10,1993200115
204,27,1250200510
5,0,6383500315
73,3,4447300075
5,0,0217500040
140,7,7904700013
132,9,4302201000
9,0,2392100230
295,16,3879901254
10,0,2391601635
22,3,1773600264
15,0,9276201500
259,33,2572400055
92,5,0272000445
38,2,7977200515
182,10,5694501086
50,4,2877102470
113,6,9828201326
73,12,7319900050
52,2,9297300170
179,15,2926049330
25,2,7410200271
56,6,5151200056
101,13,8850000921
112,7,3797001445
214,19,7228500896
256,24,9524100139
75,6,0475001470
66,8,1568100080
23,1,5476200167
34,1,9285800495
44,3,7577700155
27,1,7465900080
0,0,7211401270
5,0,1459500081
630,70,6003002007
141,8,3797002239
47,0,8900000065
19,0,4077800424
28,0,5652601383
245,27,9524100350
128,4,3259400020
3,0,0523049256
66,2,2000700426
4,0,3645500030
20,1,8073000625
93,3,9522100295
94,7,2770602491
242,40,7129304380
431,29,2559950020
89,5,7705100130
7,0,0399000100
21,0,5101405327
37,4,0691000100
19,1,6821102035
55,0,7625702620
81,4,2426039158
0,0,1180001255
46,2,6169901196
149,11,3797002055
13,0,5338200070
36,1,9285800515
3,0,6703700055
92,6,5011000100
98,3,1336800780
44,3,0475000204
0,0,3902600130
57,0,4232902470
49,0,5318102065
198,21,2291400350
52,8,1102000135
117,35,2724049153
255,34,2572400057
54,2,2877100485
12,0,3013301252
24,1,0293000006
40,2,7905200107
0,0,8573800020
235,23,0306000725
67,0,9530100280
35,3,7974700155
31,1,5141000020
11,0,4077800063
42,2,9214400345
146,3,2264500810
21,0,5652601256
64,1,0323049155
51,8,3330501105
82,8,1189000537
0,0,0796000295
13,0,8820902045
9,0,0290000025
52,2,4242900176
1,0,9124600010
0,0,0623049232
0,0,2174501305
33,1,0269000035
143,26,8116100150
18,1,1370803000
136,15,2660500324
0,0,9282801230
65,2,2516000260
3,0,6613000875
73,0,2207500195
76,7,5016002980
144,14,0510004610
0,0,4055700161
66,1,1336801015
48,5,5151200070
0,0,7774200186
4,0,1127000075
136,17,0546000590
39,2,2326300127
39,2,2326300127
0,0,4058201355
12,0,2458400285
62,10,8901000220
32,0,2856102020
225,21,7899800844
31,3,1250202660
0,0,3361401731
77,5,7518502235
270,15,3902100015
12,0,1454600277
97,5,2767600921
0,0,2948900402
43,2,7551300040
59,1,9376300470
50,4,1588600090
47,2,9345400345
33,2,7857001410
9,0,3500100062
86,16,3424049073
196,16,1453602327
206,6,9137101227
194,7,3131200839
13,0,0223039292
19,1,5101406288
214,25,0993001927
214,22,0993000157
11,0,1118000920
7,0,9322800220
144,4,7625700835
173,1,3025049054
0,0,5450300090
61,6,7925100522
156,8,9485700150
26,2,0148000645
49,6,9828700400
147,15,1702900620
197,23,3126049482
11,2,2568800243
156,21,7217400980
0,0,3810000305
108,2,1732800186
48,0,5101402675
25,3,2822100060
41,5,6378500360
39,5,6378500360
22,0,5363200258
136,3,2461900235
4,0,5035300558
19,0,7454001130
86,6,5550300076
100,11,7512500010
17,0,2568300129
0,0,4045100086
17,0,5652600645
147,7,1175000600
189,16,9834200675
43,3,2215500050
90,2,1785500082
16,1,9238900755
76,7,7883600856
182,2,1689401197
57,9,2113700088
105,6,8818900075
87,7,3448000671
65,4,7013200275
0,0,7657000660
31,3,5248800510
2,0,4058802215
42,1,3126049298
137,8,5101408875
936,94,6003501078
90,4,2767600955
0,0,6669200410
75,7,5015001325
131,11,3298701068
9,0,7655900045
0,0,3623100030
321,17,3876900080
0,0,2297400270
176,19,2258500015
74,7,5015001330
88,13,7883608696
97,5,2767600923
144,8,6450304726
55,1,6130600027
12,0,0868001365
0,0,7580200295
127,12,1454100405
0,0,5021900685
13,0,2872102070
65,2,8910500653
125,8,1972200165
21,1,1231000835
22,3,0561000330
0,0,5425700260
222,21,7899800848
36,1,7465900005
0,0,4245400015
12,0,0603000775
27,1,7312400230
196,20,2768300740
60,4,7189800090
0,0,7598100731
27,1,2402100165
99,5,2767600919
6,0,0871001711
172,20,6362900078
54,1,7011201130
41,3,6021501535
34,2,2114700057
53,2,3438500339
0,0,5450900110
74,2,6370000005
5,0,1125049180
1076,118,6003500756
5,0,0223039096
161,14,2767602346
132,14,9188200790
0,0,2333270030
48,1,8712100010
96,11,1133000240
103,6,2397101100
37,0,9828700135
266,26,9267200041
23,1,2391600320
91,11,7883606955
136,22,7950304050
55,7,6371000148
69,11,8113100420
86,18,1498300776
0,0,5000500105
195,23,9379300067
115,6,0809003273
44,1,7881500540
46,3,7577700125
58,3,0329000035
23,0,0106000260
22,0,6600000447
100,0,3528900105
10,0,4078300105
0,0,7889602035
70,4,7015200080
46,3,7577700124
0,0,4141670030
55,1,1084000139
80,1,3226049167
11,0,2624049053
83,18,1498300784
53,3,7915100420
211,21,2768100219
15,0,2458400260
0,0,0257000185
11,0,7935000070
31,3,2520900240
0,0,2045800155
25,0,0930000250
218,25,3126049433
49,7,0106000270
0,0,5631500050
34,5,9144100166
143,15,2660500447
57,6,3330500420
54,7,3332000405
85,8,2770602135
37,2,5363200007
0,0,2899200142
40,1,1260200035
25,1,9577800180
14,0,0868001185
0,0,1922800380
172,26,6840701195
130,7,2886200030
23,1,6821600365
186,18,9826701375
0,0,9388100038
12,0,1070000050
56,4,7770500030
69,18,3395041208
182,21,9344100195
0,0,1180000050
25,3,9144100056
42,3,9345400355
124,4,9521100996
127,7,2886200065
70,18,3395041204
24,0,5317100500
16,1,5684000065
128,7,2886200035
142,14,6781200021
88,10,7883600686
182,21,9344100194
143,26,2123700145
269,12,1297300030
20,1,8901500093
121,7,3874900110
257,22,2508000160
0,0,1651800160
0,0,3262301425
98,5,0510000040
34,0,2922703185
114,12,9276200545
57,2,7986400215
48,2,3624039100
114,8,2767601994
127,7,2886200045
84,8,5016001345
360,40,7387500290
4,0,2818100225
18,1,3438502035
0,0,9323800045
50,2,5708500185
7,0,2426039290
0,0,3307700395
1,0,1525039067
35,0,7518508615
20,1,8815401260
638,33,3319500558
120,7,3277801604
45,8,3964400430
90,6,9839300590
0,0,2787000055
67,6,9828201162
328,20,0952006985
227,24,2767602910
54,2,7015200320
7,0,1454600010
0,0,4093300240
25,1,0202300020
64,0,9523101790
25,0,0723000300
47,4,2880100141
0,0,0795000585
26,0,3179100140
36,3,5015000745
168,4,0525049165
27,1,6450302745
136,23,1604601375
10,0,6381501325
0,0,4058201045
0,0,0723049121
27,0,5249801230
17,1,6392001730
0,0,3026059014
195,3,1931300160
0,0,3579900030
0,0,8650300220
135,4,0832700210
62,0,9550202250
111,8,2770604435
59,1,1338801040
38,1,1681400245
49,1,0345000005
73,5,7625704253
223,23,7899800847
0,0,0200520160
4,1,1370801395
0,0,7812800795
0,0,3262300705
94,6,1794500730
0,0,0251200200
74,3,0225039012
61,2,0952000520
84,8,8724900300
118,7,0809002180
10,0,7712600455
10,0,0868000265
85,5,7011201471
89,8,8724900210
184,15,1453602328
163,26,5700000376
26,1,7547300375
55,0,5101404636
54,1,2877103390
15,0,4315701105
96,14,1133000180
83,8,8724900280
5,0,0049000055
184,7,6430500191
0,0,1922800240
79,17,1498300625
202,14,3126049512
77,4,2887700501
11,0,0814000010
37,1,9215400315
90,24,8944550130
204,28,1250200512
45,1,0952000745
44,5,5151200320
156,6,2916200175
0,0,3475000120
12,0,7936000538
0,0,4189800050
12,0,7100000045
20,3,2021200510
7,0,5035300145
120,7,4302201040
46,2,6021504015
62,3,2856100015
0,0,9290900140
187,18,9826701376
52,1,2491200980
28,3,1867400035
90,3,2138700111
6,0,7384500015
0,0,3026059376
82,2,5101400865
10,0,7677300025
0,0,0923049348
60,1,2288900125
89,8,8724900230
65,2,2436200225
54,7,0424049101
51,1,1646502190
1,0,4058801250
35,1,1504800155
33,0,6687500015
135,3,7625700185
36,1,8021700455
57,8,2997800076
69,4,1139000950
16,0,1231000150
52,6,3330500710
59,1,2877103190
0,0,5093300615
29,0,2832100850
130,11,6379500218
99,6,0809003555
150,9,9828702566
0,0,2788400076
20,0,2487700264
97,5,5370200165
0,0,2303900130
106,8,2770604617
12,0,3123800235
56,4,6450300910
16,0,8165501340
35,3,6844701555
76,5,1926049169
0,0,9365700201
82,10,7883601280
81,10,7883601280
17,0,4077800261
0,0,1410300023
10,0,8069000226
21,0,4385701235
86,1,6762700535
10,0,7935000660
0,0,3649100651
111,6,4206901505
0,0,2787050070
30,6,7129303073
164,3,8032700151
75,4,7537300220
82,14,1443500200
269,28,5540800100
35,3,6844701557
0,0,4457300265
21,0,5249804655
0,0,0798000611
8,0,0871001850
82,15,2658000270
127,7,3277801646
55,5,3330500505
644,70,6003002008
31,0,6321000250
31,0,5017000015
137,34,3812400846
0,0,2899200115
56,12,3086002840
297,14,3879901244
137,15,3448000166
48,3,2436700315
84,8,8724900310
8,1,1373800295
104,14,7883606715
26,1,8819900720
123,10,9828701738
110,2,0312000190
33,7,7857004185
125,12,8010100060
167,13,0476000301
150,22,1250200830
43,5,9188200105
9,0,1309300025
13,0,8082400160
311,29,9266700464
94,6,9358001544
1,0,8961800081
0,0,0623049084
89,8,8724900200
58,2,8910500661
177,8,9521101110
72,9,3274800245
239,24,0306000563
46,4,2767800006
15,0,0868001120
70,3,7165700140
23,1,5700004320
150,14,3881900605
73,1,9523103285
71,6,7663700195
53,11,3812400748
1,0,7832800025
75,17,1498301052
60,4,2887703170
55,0,1860600435
2,1,1364300180
2,1,1364300180
0,0,0623049384
0,0,0623049384
26,1,1869900090
96,5,5011000090
37,3,2114700137
0,0,4457700070
305,14,4206900950
20,1,6392001660
260,25,9267200082
60,3,7518508908
29,0,2832100855
50,3,3574300126
168,3,1689401521
18,0,4154302540
130,14,5433300175
62,1,9829200225
63,4,0513000239
0,0,4058200670
186,20,3448000540
59,4,3438500281
153,16,4083300045
72,4,9547200460
154,22,6362900099
233,13,8608900125
0,0,6396000150
88,16,1498301577
6,0,5071400695
92,8,3814400045
184,3,1931300935
19,1,6911200006
119,7,2767601993
176,17,9826701379
30,3,1708400195
175,17,9826701381
17,0,6600000330
24,0,5101405730
9,0,4073200345
85,13,1895000035
63,3,6884800325
0,0,2174500725
95,4,1814800295
25,2,5680000636
52,7,7319900396
15,0,4279900220
31,2,1102000071
16,1,1370800320
175,20,3448000401
0,0,5269200120
63,2,9550201370
10,0,7007700005
90,17,1498301575
0,0,9522300040
43,1,8824900050
0,0,1223049087
113,2,4083305730
33,3,5248800745
33,3,5248800745
33,3,5248800745
22,1,4319200755
64,9,1105000375
86,6,2719100041
0,0,0795000545
43,1,2038500114
123,2,4083304000
32,0,2397100250
47,1,4322200175
1,0,9282800875
67,4,7628700380
166,4,7625700456
0,0,3514000030
64,4,7628700382
18,1,7867500006
126,20,7883607695
16,0,3179102150
18,0,9842300363
19,2,3034200020
180,17,9834201321
4,0,1455100220
72,2,6610000645
64,4,7628700381
58,1,2883201175
18,0,7870500135
5,0,4219401010
115,13,2926049429
62,8,2341300625
64,3,8835400305
125,7,2767602216
5,1,1069000110
12,0,1118000246
51,1,5316100100
11,0,2426039206
0,0,1721801655
79,11,3438503195
0,0,8019200352
0,0,1180005280
0,0,1591600530
50,1,6140100365
68,12,2336300050
25,2,6372500155
32,2,8122100325
94,6,1121000245
50,1,6772200070
5,0,4058800780
5,0,7351700160
8,0,7936000400
157,20,3083000840
165,4,9301300741
51,1,9547202120
119,7,0809002200
85,10,9276201980
180,18,9826701378
1,0,4058801265
61,1,8902000121
104,8,6798100460
148,14,3881900600
20,0,3977900070
43,4,0394500185
0,0,7784000185
58,4,2770601779
8,0,7997200127
76,16,2724049154
20,1,6450302105
0,0,7211401915
106,1,7241000110
92,16,7883608704
21,1,4375700135
17,1,6822100435
36,1,7920100150
91,15,7883608701
48,6,1865400071
47,0,5101405400
0,0,3840700859
25,4,3438501482
156,12,2767704647
8,0,1818800290
12,0,6662000050
27,1,5700002550
17,0,3977900254
197,22,7228502160
0,0,1531500150
63,3,8835400250
0,0,1223039055
6,0,4059400630
103,7,2770604616
77,2,2922700541
188,22,9834201468
29,2,5583200467
276,29,2767604644
73,2,9530101616
0,0,5021900715
45,0,1995200305
0,0,1180005000
147,14,3881900601
25,1,1250204100
112,2,3126049234
48,6,2112700640
40,3,0600000255
0,0,0191100665
16,0,7645900330
40,3,2877101415
0,0,1925059257
37,1,9285800216
266,37,4226900212
162,16,2683100005
135,9,3389900975
21,1,0430000035
46,7,6372000471
7,0,1454600211
125,12,8010100225
31,1,3335000055
14,0,3753000020
38,4,3468800285
0,0,1926059155
70,3,7165700170
39,0,5100400092
213,33,1604601330
0,0,5624200457
107,1,7241000100
131,12,6379500435
42,2,9277200380
74,12,7548300666
50,1,9829200145
0,0,1922800200
58,0,1952200400
140,17,3395071320
146,14,3881900602
60,6,3274800190
39,1,4443800745
0,0,1826049198
53,2,9287800005
46,0,5101405136
30,1,3352400590
34,5,1773100365
20,1,5249803150
13,0,8820902180
94,5,3822200103
116,16,3904100007
12,0,3526039150
39,2,7892100320
52,0,9828701310
265,12,1972200930
32,0,9828202715
72,0,1959702005
32,0,2652500535
14,0,3935900198
13,0,6844700055
49,1,4006000243
17,1,5605000430
0,0,0200300060
49,1,9136101628
63,4,1139000310
14,0,6821100580
67,17,3395041185
60,8,5323100115
0,0,7812801425
132,21,7950304040
128,9,7228502490
1,0,9282800225
35,5,3438500266
97,3,1997200025
23,3,4174600380
18,0,3689900070
34,1,7518508630
25,0,1025039180
4,0,1455100180
24,1,0561000265
70,3,8910500645
129,7,9828200865
245,27,0993000326
13,0,1102000987
61,3,8813400055
75,2,5144000030
164,4,9301300802
671,31,1937300180
9,0,4217401445
22,0,4154304960
3,0,4378700040
35,7,0145000185
0,0,7784000250
31,1,8127700170
61,8,5323100112
0,0,2140700120
35,3,8161600035
60,4,1773101115
62,8,5323100110
0,0,0776900240
120,6,6430500018
4,0,6613000315
44,6,3416600756
76,8,2770602137
129,15,0820000094
31,5,1773600340
0,0,0623049407
6,0,9322800125
84,3,5101401860
83,7,3475800005
0,0,6447600030
37,0,7519000245
26,1,0585000120
55,7,1109000355
14,0,8952900230
29,2,7723600050
0,0,3761100190
0,0,3761100190
17,2,3738900065
0,0,8678650040
60,2,9550201272
222,26,7942601205
0,0,6620400180
36,3,9212900445
78,0,1698900060
0,0,1224049059
34,2,7130300525
21,0,1787600156
65,2,2516000330
18,1,8935100030
0,0,1591600424
69,12,1426300555
9,0,7771300160
23,1,3508100220
33,1,8805900965
19,0,7870500010
0,0,1041000051
58,1,2922700840
60,4,2887701225
46,3,7892100005
64,11,3812400750
0,0,8678650170
29,1,3352400672
103,10,1306300040
23,0,1787600195
39,1,9551201540
28,2,6056100043
67,3,2267000164
27,0,3176600030
51,7,0597000260
9,0,6329000520
0,0,2541500040
16,1,3732800045
35,0,2922701940
0,0,0723049276
161,25,1282301006
0,0,2888000010
56,1,2877104281
26,3,4394700010
162,2,7625700155
0,0,8151600890
21,0,3176600032
20,0,8926100085
138,11,1702901150
75,6,3052700510
66,1,3126049101
65,1,3126049101
75,14,1443500513
20,2,7338401695
141,9,8673400193
74,2,7818700050
25,4,2742100286
42,8,3678900115
51,0,1422200165
31,5,1773100268
85,9,6056111062
142,5,9521100231
119,7,0952002311
135,12,2767601995
60,2,6632300016
46,0,8641500205
154,10,0789000620
249,23,7228501913
0,0,3574801760
2,0,3526039118
27,0,4317700210
7,0,7363600140
0,0,8678650130
48,3,3670500625
151,28,3336001485
49,0,3226049377
0,0,1721800985
39,1,4322200110
83,15,4253400084
40,5,7950300280
23,0,3327500035
142,13,2394600159
6,0,1568800180
62,16,3395040830
59,2,7308900700
200,15,4310700732
48,0,4315700536
66,1,4232902300
66,1,4232902300
0,0,4099500505
122,1,1959702285
0,0,3902600110
12,0,2821100010
15,0,3935900193
93,4,4083306810
17,0,3505100505
0,0,8650700075
42,3,4006000466
31,3,6411600443
65,5,7518507025
29,2,6021501095
213,8,6716700035
0,0,5458800455
220,16,6430500315
29,0,7550800835
0,0,7812801885
0,0,0796000190
73,3,9547200440
79,6,7625702935
0,0,3261010250
0,0,1270000110
88,5,9421500060
13,0,9554200055
0,0,2796700080
72,5,2460900080
48,2,3213200064
87,8,4303200330
18,0,8073000615
0,0,3762900110
165,14,6430000430
109,10,6638900085
12,0,0579001141
134,2,1257200040
56,2,3735901555
38,2,7892100200
258,22,7899800545
117,7,3362400985
57,4,1032000093
68,4,8825900215
59,2,2877100381
272,11,9528104590
154,12,9402800030
29,0,0714000034
154,2,7625700160
47,2,6169901080
86,7,2918700150
8,0,0871001909
97,6,9302000010
54,1,7454000850
158,16,4468400219
69,3,4447300058
69,3,4447300058
0,0,1721800010
177,27,7129304215
36,3,3679401020
73,3,7871500655
0,0,3275730240
70,10,0597000660
0,0,3810000783
105,4,2883201505
6,0,3123800136
17,0,3977900220
166,22,9126101261
44,4,5680000530
38,3,8161600125
21,0,0582000670
42,2,8924100355
155,18,7589200194
35,1,7169200090
222,23,7234601441
31,1,8819900170
0,0,7694210380
12,1,7611200076
21,0,3179101480
33,3,3834000004
86,15,4253400082
54,1,2461900616
136,13,7453000060
703,30,3320000857
64,8,1568100075
0,0,2472700110
15,0,9357000891
38,1,3187600110
6,0,2874600190
0,0,2796700138
9,0,2392100130
58,1,8901001345
48,0,7550800155
227,12,6126600160
0,0,9382200075
40,2,6392000300
198,20,2767900730
5,0,3426049163
52,3,3145600080
67,2,2464400060
32,3,5364200146
29,1,6412100200
62,12,1105000425
0,0,7700100100
400,22,9831200226
67,11,1314300020
27,2,4077800553
118,9,3797001375
259,12,7624700070
19,1,9281200236
3,1,1370801365
19,1,0585000011
43,1,2491200285
15,0,7010700714
169,9,9828702440
120,9,0164000190
25,3,2895800330
49,0,7153200110
0,0,8677900123
27,3,0603000058
1,0,2881700528
345,14,3131201635
164,26,1282300993
5,0,4059400240
71,5,1926049197
32,3,0325049218
1,0,3500100010
18,0,6127600055
46,3,9272201905
174,11,2919200535
18,0,6911700105
56,2,7577700122
61,2,6095200100
130,16,3904100315
65,8,2771104046
215,4,2293900120
58,3,2770600455
0,0,2525049224
118,14,6798101201
0,0,7694210440
52,4,2436700290
7,0,4074300080
5,0,1025039273
71,2,2917200139
206,19,0476000072
96,13,7217400340
0,0,0900000010
57,2,7577700220
30,1,0461005455
16,0,4217400180
30,1,6788202215
27,2,6844702780
6,0,3438500126
24,1,5522600180
6,0,2874600150
16,0,4250900006
17,0,4250900006
111,9,0946000280
306,30,2767604656
72,8,2770602138
240,26,9524100324
34,1,2489200255
0,0,9208900050
20,0,6844700575
39,1,2856101906
87,19,1498300777
108,6,9358000606
13,0,6392003235
32,0,1868901275
70,6,9269200690
89,4,5249800510
202,9,2218000045
17,1,6822100205
0,0,1653500035
919,56,2926049569
57,4,3438500241
0,0,5425700170
15,0,1566100620
18,1,2267000661
32,0,2771603890
170,6,9521100846
59,3,1747700010
59,3,1747700010
12,0,5338200025
64,0,9834700075
86,6,8924100440
86,6,8924100440
80,16,7133300675
112,6,9358001540
22,3,2741100140
0,0,0923049198
78,16,7133300678
55,0,3822200068
181,19,7899800782
64,2,0952000945
70,1,4083302975
2,0,3956900230
18,0,2425039129
11,0,8941100030
0,0,5055800030
60,2,2464400160
83,13,3438503183
199,16,4310700731
47,3,1861400155
24,1,3333500020
0,0,9290900120
0,0,4055701408
59,6,0173000050
200,19,2768100522
17,0,6821101860
79,2,5101406567
78,1,1257200460
28,0,7454000910
59,3,3186600100
494,54,8823900395
23,2,7857003760
51,1,2533300010
83,8,8724900270
216,28,5676000006
1103,131,6003500740
33,2,6056100245
0,0,2425049241
153,15,9828200250
118,14,2325300034
52,5,7972600610
43,3,2028700296
0,0,0798000280
9,0,8835400015
17,0,2487200236
69,0,3856905020
0,0,3767300001
59,3,7871500085
0,0,2470100130
0,0,0333100110
0,0,7696300050
0,0,6396000180
136,16,6379500315
83,6,1025049137
187,2,5457301010
188,2,5457301010
188,2,5457301010
0,0,2303900155
32,2,5363200254
92,13,1189000007
18,0,8122101150
44,1,9215400145
16,0,2726049007
48,0,3869900156
33,2,6150700015
35,3,3438502580
0,0,6303400650
0,0,7211401295
5,0,2046200005
103,10,9834200630
103,10,9834200630
13,0,7436000215
265,27,9524100060
17,2,7338402315
23,0,1623800035
42,2,9285800380
83,8,8724900260
57,1,5318100395
0,0,3835502356
54,2,0148000435
209,19,7942601115
20,0,4235401040
28,0,7547300260
295,30,2767603437
87,19,3812400436
0,0,7397300240
57,2,9551201065
133,7,0164000166
100,12,1454100021
42,2,7974200524
69,0,1912100025
65,7,6371000101
33,1,3352400566
226,17,2254501766
6,0,0603000700
19,4,0555000302
15,0,2872101025
36,0,1257202700
13,0,9113000070
31,0,9368700210
72,3,0272000610
14,1,6383200040
36,10,1753700060
62,6,4006000314
83,8,8724900250
9,0,5210200106
36,1,9269200510
25,2,2976800795
11,0,3992700871
86,11,3438502440
215,17,7128300320
0,0,4093300290
61,2,7308900770
64,3,9828701015
10,0,2895600575
12,0,6693500100
169,1,6889900306
4,0,7694600272
71,15,1443500910
78,5,2652502195
95,3,2235000090
90,17,6064800130
36,3,1250201775
3,0,0573000365
47,4,4006000611
23,1,6338000260
40,1,0342000130
257,10,1798000015
861,87,2254500656
38,0,8722100600
83,19,7660600127
77,8,8724900240
48,5,0567000290
60,1,0770000060
106,8,3331000260
0,0,3275740070
297,30,2767603436
883,89,2254500654
43,0,5350201020
17,0,1102000301
30,2,7549800745
44,0,9530101000
67,2,9550203330
0,0,3810000135
53,7,2112700270
148,16,7452500285
152,17,7985400107
146,29,3904100043
38,3,7974200786
54,0,4315700355
57,5,2705600068
100,3,1997200090
140,4,1336800745
92,5,9178601035
29,2,9272200675
146,36,2724049191
102,6,8818400820
0,0,3581100220
40,2,0475000206
171,16,4459800155
11,0,6381501300
56,7,5680001180
62,0,7625702619
176,22,6362900053
161,18,7589200149
51,2,6150700296
60,5,5101408598
14,1,1377800020
192,13,6430500226
62,1,5101402130
16,0,0714000230
5,0,0573000600
117,20,7217400605
159,2,8032700130
13,0,4077800201
13,0,4077800201
13,0,4077800201
245,29,9524100198
139,12,2254502158
55,3,2464400620
21,1,8910500473
99,5,3278600890
223,20,2254501620
106,3,5191100100
268,12,3131201365
65,0,1732801215
30,2,6909700150
0,0,3756800050
40,1,7169200285
93,2,4235400475
98,2,6821100490
30,1,3878900100
57,1,9376301350
62,2,2877104120
79,4,9178600210
19,1,2021200095
123,0,2025049169
174,2,1689401528
0,0,3261010150
0,0,1324049031
0,0,3826000431
38,3,9363600250
0,0,0923049108
53,1,9828201918
89,10,1862400539
152,13,1703400305
156,18,9826701768
85,3,1263200015
67,11,8113100900
28,3,6190000040
132,4,9828702690
0,0,8690600070
34,3,1025049194
133,13,2767601898
110,5,9178600465
27,0,8132700260
167,18,5700003055
4,0,2526039111
39,2,6021501635
30,1,2492200170
739,34,7132300030
52,1,5101403847
25,3,2215500205
48,2,7518504695
7,0,0579000690
29,1,6438400290
32,3,3101500010
32,0,3693902460
4,1,3956900340
13,0,3992700325
161,12,0476000295
181,26,1250200511
69,4,7891600055
93,3,4083304610
66,7,2997800091
57,4,3438500252
191,8,0952003275
142,5,5693500791
307,19,0952006725
57,2,4003000045
102,16,7217400257
0,0,8678650110
91,4,1175000360
92,3,4083304760
23,1,3438502251
5,0,1124000180
57,1,7972602020
0,0,2541110070
191,21,2767602594
63,3,7891600247
30,1,3179100479
15,0,1526300007
250,9,0825049077
55,1,5100403445
91,6,2771602426
190,14,1453600460
0,0,3361401812
32,2,7972600925
0,0,2788200155
140,24,3395070910
5,0,8730600010
271,26,4365200545
101,4,8150600100
39,1,4320200036
7,0,5035300065
65,2,9551200105
68,5,2044500250
0,0,2524049277
141,2,2461900100
76,5,3232200170
49,2,1176001107
45,3,1102000025
0,0,0745000005
98,1,0809001270
40,2,7327902395
23,0,7012200050
0,0,9282801405
73,7,7518502250
98,19,7548300713
209,20,0476000071
90,6,0525049171
93,11,0223049036
263,2,2249500055
302,23,2784600015
66,5,7327901555
22,1,9238900695
15,1,7857000430
164,22,6362900080
75,2,2922700559
260,24,2767700023
19,3,2895800520
106,2,0789000015
107,2,0789000015
164,7,0789000015
104,1,0789000015
25,3,1454100490
125,1,1959701477
42,0,6788202351
239,22,3319500928
289,27,9109000036
60,1,9376300265
59,3,8825900835
51,4,2436700680
53,1,8903500114
131,19,1624049123
0,0,7490000040
34,0,8722100200
50,0,9547203590
26,2,3679400468
29,4,1773600714
125,1,1959701479
30,2,3024049121
801,41,3319501598
0,0,9141100236
25,0,5101404353
28,0,6321000141
106,19,7831800235
158,3,9301300744
26,0,3352401995
82,2,6145600955
98,14,9122000795
166,16,8822901033
15,0,2458400070
62,3,7891600250
87,1,3856900095
38,0,2281500045
62,3,7891600251
13,1,1376800175
16,0,0714000380
78,4,3645100281
28,2,3438502016
12,0,9498200020
20,1,1370800545
