crime_count_500m,violent_count_500m,PIN
87,8,7960100480
0,0,3579800141
67,3,9320350150
0,0,2426049210
116,4,2856101223
74,4,2461900454
211,14,1232001187
106,8,1189001460
148,11,7883605771
234,11,5511600130
54,1,2771603171
313,28,7228500705
79,6,1703900255
938,89,0889000014
109,6,1306300120
44,2,2568300037
25,0,9244900094
20,0,9475600200
52,0,9103000420
166,17,7663700921
33,1,5418200195
206,14,1232001192
182,3,9547202775
476,31,6852700445
35,1,0429000045
206,4,7445000090
98,1,0394500117
66,2,6392001850
40,1,7436000105
474,31,6852700446
132,9,5016002190
264,55,3812400670
244,26,4310701665
204,6,1982200170
15,0,0154000025
0,0,2241500025
0,0,0923049497
382,24,6126601184
199,4,4083306200
19,2,7533300050
0,0,3835500525
0,0,5624200711
83,4,7312400500
201,4,4083306184
578,50,2767604412
62,1,7010700201
197,4,4083306193
0,0,3840700105
358,38,1453600861
88,4,0034001830
159,5,1959701452
142,3,4083304475
232,18,7904700010
0,0,2854000080
204,18,4310700709
660,48,8812401385
79,6,9285800905
80,2,8132700200
141,13,7512500055
694,57,6746701903
0,0,0523049187
520,38,2767604492
298,6,9222400780
63,4,3013301385
524,38,2767604491
227,16,2767602739
108,18,9412400044
60,4,9349900041
135,4,2767600075
0,0,2816900040
149,8,7586200055
80,4,3776300015
81,4,7152200303
254,5,8129700364
127,3,4083304620
132,24,7186800084
165,9,7660600089
46,0,2518400030
377,32,0993000817
124,5,4305700046
360,24,6126601187
120,14,1862400558
32,3,6412600008
37,0,1954700470
122,4,2767600105
121,4,2767600105
32,0,1068000270
104,3,2770601010
9,1,6833200060
7,1,6833200060
90,10,7960100471
55,1,8712100745
522,39,2767604493
152,5,3052700062
123,0,9287802340
28,0,0290000035
110,10,3004800320
296,9,2163900069
176,20,2926049611
33,1,7542300082
366,38,1453600866
145,2,9550203930
44,3,6844703500
176,13,0194000636
0,0,0540100855
75,1,7010700460
133,8,9358001732
28,1,4218400415
211,22,3881900676
57,1,9212900080
103,0,3856904395
56,2,9475600040
162,7,8850000305
2,0,2045400170
313,39,1454100141
2,0,1123049194
10,0,7694600072
76,3,8819901125
64,5,3278613600
213,15,9828701937
60,1,1231001125
276,7,2663000045
84,16,6632300110
209,18,3389900810
389,29,7234600678
161,8,3626039435
71,1,5039300145
135,7,2112700645
72,1,9272202290
115,20,7187000110
58,0,4237900859
162,3,0475001185
41,2,8638500040
163,10,2771602483
0,0,3574801370
142,6,7972603005
277,7,2663000050
88,2,2313900740
133,9,7548300659
443,32,3879900763
45,1,9144100055
175,3,1997200110
149,6,2767600132
33,1,3526039108
135,10,2464400695
59,0,1947300240
59,8,9188200520
132,7,7327900850
198,23,1702901457
163,10,9297300903
72,7,3438501574
167,2,1175000948
66,2,6821101736
66,2,6821101736
38,2,2895850360
0,0,3275900100
53,1,8815401295
162,8,3626039434
60,3,3100500105
47,2,3426049170
1224,136,6003500636
0,0,1180000920
0,0,0723049288
83,0,1176001228
140,10,5347200065
202,4,4083306186
57,6,8835401030
286,29,6749700105
21,0,5249803530
382,25,6126601185
166,7,2771601373
219,16,2767602741
94,5,7628700305
125,18,7950302075
78,15,7857001715
297,28,8822901202
1,1,0179000720
30,1,9455200230
371,32,0993000821
0,0,1180007967
158,12,0272000165
28,0,3438500805
101,0,3856904495
126,1,2768200232
0,0,5451100190
90,2,7972604400
106,4,7905200086
115,11,1773101290
44,1,0431500020
100,0,5100403810
163,8,4206900617
64,8,1826049241
50,0,7010700055
188,3,2652502165
24,0,7902200040
355,29,5676000055
172,36,2122700117
163,5,1959701451
50,4,3438501553
71,2,8819900355
105,4,1121000305
269,8,8032700122
282,55,4265700065
513,27,5457800660
38,2,2895850380
69,2,2026049113
75,1,5039300121
417,22,6852700448
14,0,1367300075
181,2,2652501695
184,2,2652501695
47,0,8081900026
291,56,3333002871
14,0,1454600256
119,9,7625701275
154,12,7660100250
252,16,0477000010
36,0,5041300100
189,4,4083306820
135,10,1392800035
183,21,6300500450
0,0,0736100045
3,0,2509000140
91,8,3438500255
62,0,4385700415
172,12,4294800020
27,1,7896300100
209,17,4310700707
351,19,7899800732
0,0,3840700410
145,7,3626039209
118,5,5016001442
51,1,1118002090
36,1,3992700340
0,0,7580200070
56,2,9349900006
0,0,0798000580
71,2,1773100593
541,18,9137101698
79,17,3395040570
126,4,0534000111
123,3,0461001595
316,26,2767602787
63,2,9285800615
139,1,2768200224
166,11,3278601980
50,0,9551200480
8,0,0185000085
47,1,7010701005
17,3,7211400235
197,4,2652501925
145,7,3626039439
50,1,8815401250
61,6,6190000060
81,3,6762700675
296,9,2163900073
0,0,5021900905
166,14,0832700290
383,31,2767603134
142,5,3622950020
147,4,3622950230
129,6,7548300602
353,25,6126601183
133,1,1972205571
37,2,5249802076
71,4,2858600003
147,5,3622950040
57,2,9349900005
28,0,8098400085
400,16,9528101547
83,3,1782500168
224,16,9828701936
145,4,3622950120
165,9,2771602481
158,3,2770601405
71,2,1773100592
54,0,4237900857
135,21,3331002137
81,3,3946900105
75,1,9320350250
268,7,5695000303
0,0,3163600355
400,16,9528101546
207,4,4083306185
307,17,7899800410
299,16,7899800410
348,20,2767704677
167,8,7548800020
364,40,1453600868
42,2,8820900304
31,4,1250203735
458,30,6852700449
180,8,9274200850
36,6,6372000288
153,12,7660100253
373,23,2767603161
414,23,6852700453
29,0,2864600281
129,24,7186800085
159,10,9358002372
164,3,2877102310
61,6,7625701840
27,1,4077800294
141,2,0625049187
162,6,2771601374
310,15,2767602341
319,25,3624039168
164,9,2771602482
312,16,8031700186
215,15,2767602665
291,21,2767602848
80,6,8605400060
126,10,3259400010
0,0,9141100123
103,1,0394500116
179,3,7986400630
79,2,2436200095
220,5,8129700018
291,57,3333002879
31,1,0868000465
206,10,1336300505
209,19,9421500130
53,0,5577200497
32,1,9455200495
321,31,9834201368
161,7,9358000566
162,6,8850000330
41,0,5318100875
41,0,5318100875
74,0,4385700525
1,1,0179001101
0,0,2414600365
183,18,2926049461
147,10,6646900045
15,0,0755000052
202,11,7972603850
29,0,8820902540
29,1,2568800275
108,11,8618800020
135,1,1646501850
400,26,2768100206
131,20,3331002141
96,8,3945850050
70,9,3330500870
121,3,2770600765
132,17,8944550290
277,20,2767602761
142,21,0007600189
68,6,5323100122
40,1,1818800060
27,0,1070000240
130,13,7512500020
0,0,3581000180
139,5,7518500450
127,0,7011200755
157,6,2767600194
55,5,2147300035
134,9,8122101310
0,0,3754501180
0,0,2018700030
5,1,2881700571
280,28,6749700102
0,0,8564500120
72,9,6371000024
33,3,9830200230
73,3,4144300105
63,3,2493200485
110,3,4443801395
39,7,7857001201
71,1,7153200007
336,33,1934800040
60,2,7977200210
169,15,1822300080
11,0,1123049164
116,4,4242900152
180,6,8850000175
155,5,1232000039
0,0,2526049024
75,4,4322500100
166,8,2771602480
32,0,2895600605
248,20,8822901386
51,2,7707600071
63,3,7936000645
49,1,8712100690
12,0,1454600177
197,5,1172000090
96,19,4006000084
66,1,5332200416
92,1,9165100165
155,5,3052700075
55,1,5013500210
94,2,3157600073
42,4,0001800149
134,5,7518500454
63,3,3204300511
0,0,0623049314
0,0,3574801520
226,21,9376300832
33,4,3034200164
111,7,5023910020
12,0,2875150110
352,39,1453600865
43,3,6844703330
100,2,2695600226
255,34,7996720070
139,7,2887701070
0,0,2526049052
0,0,2541500090
0,0,4093300270
180,22,5414100015
89,3,7920100060
257,7,2663000047
89,2,6914700095
57,1,2267000135
355,23,7234600740
184,31,1498300757
121,3,2749600215
96,1,7519000365
58,1,2487700065
250,29,6840701669
464,24,6781200055
464,24,6781200055
464,24,6781200055
464,24,6781200055
464,24,6781200055
267,20,2767601783
182,10,7548800061
77,6,7625702485
78,6,7625702485
579,38,5457300698
293,24,7904700022
161,3,9178600633
141,0,3363400345
189,21,6300500107
36,1,3677400215
57,1,8692800035
220,9,0123039208
144,7,3188100580
504,41,2767603671
264,7,2663000046
112,4,3574300125
132,1,9287801785
52,5,1711900285
101,5,7628700307
104,6,8122600090
62,1,6383000805
62,2,2487200055
357,24,6430000860
80,4,6821101015
49,0,9357000460
259,15,3448000405
141,5,7518500452
366,25,7234601375
24,2,5035300045
128,10,3259400012
177,4,1731800939
0,0,2426049201
74,11,3330500791
122,4,6021502840
141,5,7518500456
68,2,6844702410
99,8,2044500160
81,5,7327902065
70,1,6824100200
163,12,7228500220
115,4,3574300086
153,5,1861100251
0,0,5302400180
0,0,1447600486
49,2,8165500140
237,9,9521100487
297,1,9301301070
173,5,0475000161
102,5,8165500680
327,19,9352900025
32,0,6321000055
125,6,7548300603
0,0,4055700480
292,56,3333002870
140,15,6310400045
188,2,6430500046
39,2,0148000375
179,7,8850000241
100,8,1773101162
101,8,1773101164
293,56,3333002882
62,3,5015000752
67,2,1773100532
55,10,3680900045
27,2,0603001471
181,5,2025049025
1,0,7889601705
70,3,5081400362
327,19,9352900024
126,11,7625700056
24,0,8820902129
272,9,2883201821
113,7,2126049307
0,0,3755100490
183,30,1498300756
169,11,6324000165
191,11,6865200055
92,0,4315700017
122,10,7625700057
0,0,1224049034
28,0,0136000056
408,24,6852700459
99,8,3945850090
229,9,9521100489
249,11,2919200205
126,2,2922701225
234,4,4232903750
149,3,7550800045
132,1,9287801181
65,4,6414100135
265,9,2663000051
113,11,7625702288
11,0,2426039252
122,10,7625700058
115,4,2114700135
181,9,9358001611
174,4,2028700048
89,1,2770604914
3,0,7812801170
53,4,6411600442
126,23,7186800059
172,11,6379500216
42,1,7857000760
28,0,0123039470
30,0,1563102965
135,20,3331000610
182,9,9358001612
156,6,7171100390
19,0,1367800055
72,2,5042300205
107,7,7549801990
91,6,6141100027
76,3,2110200260
0,0,0723049408
170,7,3626039436
70,2,7936000628
222,20,9376300837
128,24,2690600030
53,2,9238900100
0,0,3744600082
99,1,7519000367
183,4,2877101156
26,0,0123039383
128,7,3869900038
40,7,9385200074
270,9,2663000049
137,27,7562100080
157,25,3812400455
126,3,2877103111
228,22,6145602475
157,6,7171100370
63,5,3959400725
291,12,8615800305
279,40,0007600089
266,22,6749700026
73,1,9272201482
92,4,0123039130
178,5,2902200392
97,4,7173700518
0,0,5427300060
0,0,3347400765
239,13,7234600852
94,9,3438500286
368,27,2767900387
104,2,6815100360
0,0,3883800052
52,2,2487200430
238,13,7234600851
0,0,3026059260
127,7,7518504390
103,5,0424049065
56,6,4229900185
0,0,5442300805
171,8,2771601372
192,4,2397100740
68,1,6821600370
21,0,1367800084
171,8,2771601375
66,4,2595300257
96,8,7625702368
174,9,2771601371
338,30,7624700061
200,23,5414100017
249,25,1624049265
241,9,9521100488
32,1,6383500250
211,10,4302200445
132,20,3331002138
130,6,7548300600
1,0,6303400655
195,5,0452002025
161,6,7171100380
246,58,5700000448
141,1,1646502695
33,1,2834600103
35,3,8835400865
278,10,1972200271
56,4,3438502713
473,41,2767603536
53,1,7974700080
0,0,1651600040
136,5,1336800570
193,15,2734100975
141,11,7625700054
56,1,8121101197
0,0,6190500300
62,1,5101408636
50,2,2895830020
53,0,1959702194
54,0,1959702194
160,6,7171100340
81,3,5015000509
134,26,3336000725
174,14,9485700328
37,7,3034200846
135,5,7972602460
55,2,4322200002
116,20,3332500185
173,10,2771601369
230,21,9376300834
144,3,1959700710
59,0,8910500517
73,1,2215500065
96,7,1773101166
74,3,6372500006
21,1,4077800119
182,4,1794500440
103,9,3448001771
28,0,2225039086
99,4,0123039419
159,12,8820901126
379,12,1659500010
75,1,7010700624
111,4,1306300045
1,0,0123039577
93,7,3945850020
0,0,1793900100
89,5,2433200010
278,27,4310702759
0,0,8944220020
143,6,9547200810
57,2,2487200392
218,13,2902200246
37,5,7857000802
97,8,1772600225
0,0,2526049044
122,22,7186800073
84,3,9215400190
132,4,2770601225
112,24,3336000530
188,4,2025049161
109,4,4088801470
109,4,4088801470
24,0,1370801155
288,24,7234601494
31,3,0561000065
89,5,4363700095
68,2,4235400465
121,13,1862400562
0,0,0257000107
153,8,9297300505
0,0,3763300060
182,9,9358001614
256,5,2264500718
83,3,8156600250
190,31,5700000670
40,0,8559900260
36,1,6383500035
0,0,6870000150
160,6,7171100360
185,29,1498300767
202,16,4310700708
94,2,2436700015
68,3,6371000147
61,1,6392001810
200,0,1689400110
372,31,0993000819
30,0,5318101688
0,0,6883800065
223,13,2254502025
236,19,2389100025
112,4,9269200530
40,4,1980200335
104,8,3438502380
121,13,1862400521
190,9,7011200287
132,9,2113200090
69,3,1773600330
245,22,0458000075
57,2,5101405266
359,18,7899800856
72,0,1176000663
105,6,2114701042
110,6,2114701042
322,23,6430000960
142,12,2979800280
8,0,8715600061
151,4,3678900095
0,0,3995700600
0,0,3755000200
9,0,1025039128
51,2,4237901465
139,10,7625700055
132,0,0625049189
38,0,2895800660
56,5,8835900120
382,28,2767602502
246,15,7234600853
127,19,3331002140
44,3,8924600065
0,0,0923049211
100,1,7519000550
14,0,0154000045
47,2,6450302030
351,27,1937300065
74,2,8122100890
32,0,9185700525
112,20,8113100890
153,11,9345400555
88,4,7549801495
346,19,9352900212
141,4,1232000095
0,0,2586800110
316,24,6430500311
130,10,3259400011
313,11,9528101269
373,33,5541300095
186,31,1498300760
29,0,8820901735
401,25,2768100216
72,12,3395040250
1,1,0985000960
149,4,1962200050
84,7,5366200640
186,31,1498300758
187,6,3362400095
73,2,6844702465
123,23,7186800061
112,21,7187000030
0,0,2525049173
152,13,3822200149
0,0,2424049029
0,0,5451200130
270,21,2767601780
179,11,0597000596
69,3,2826049295
105,12,6310400025
118,2,6021502705
530,46,7234600085
189,1,1972205015
335,38,3126049528
112,21,7187000020
129,5,7518504585
0,0,3840700652
52,2,3438500860
121,0,1646502490
145,3,7972600915
20,2,1025039140
179,6,9482700105
126,1,0455000691
81,6,1624049172
0,0,0923049509
355,19,1982201570
326,17,1890000180
21,3,6190000030
496,41,2767603680
107,11,7129800005
80,5,9238900515
110,18,6056111061
232,6,6430500121
88,1,5100401370
91,4,3124049192
0,0,3024059169
0,0,7536800030
36,0,4217400975
183,14,2113200320
0,0,8019200565
183,9,9358001613
22,2,7338403130
59,2,3034200293
84,0,5100403624
46,0,3200900260
399,31,3319500922
55,1,8805900240
58,1,7010701095
48,5,6414600161
305,56,3333002877
0,0,5631500245
39,2,2895850350
306,25,6126601181
288,10,2264501030
122,13,1862400557
122,13,1862400559
263,8,2663000048
283,9,2663000052
122,13,1862400560
168,8,9521100910
1,0,7141600036
189,5,2767600470
150,3,5244800545
90,10,9904000055
92,5,9294300415
486,18,5457801180
153,3,7011200288
153,11,2025049214
101,3,5101404178
156,14,3278611630
205,10,7011200060
20,0,5553300453
133,6,7548300598
86,4,3644100168
112,5,0952001690
53,1,4237900110
0,0,8677900281
73,2,1947300145
89,2,6914700096
191,3,0452000485
46,3,2629600040
134,11,3259400008
56,1,1337800980
0,0,2174502195
56,1,6821102380
154,4,1962200066
1260,149,6003500638
0,0,4147200060
66,2,9285800430
246,2,9301300805
100,10,7960100478
79,2,3186600685
164,13,2979800900
0,0,6433800260
31,1,5408100005
79,4,3223200090
30,1,4073200355
325,23,2767602426
71,1,4317700180
104,0,0461000855
81,4,4364200140
81,2,7905200225
120,5,5015001544
144,15,2734100655
204,14,1232001188
247,35,7996720130
111,2,1336800880
80,4,7152200255
56,2,1370802990
38,1,2895850370
38,1,3176600065
133,3,6638900217
96,0,3869900143
103,4,9203000005
104,10,8724901110
30,6,3034200017
128,7,0567000663
277,52,3395070530
8,1,7655900152
127,5,0439000035
0,0,7689600895
120,2,9274200570
232,21,6362900070
113,20,7187000060
166,8,7548800019
100,6,6441400046
0,0,2788500100
44,3,6412100070
104,5,3010301081
30,1,2607700060
0,0,1224049126
202,4,0809002924
48,0,4315700902
243,10,1972200220
168,8,7660600088
65,4,9842300090
97,9,8724900610
0,0,0293910010
0,0,3626500080
82,2,4318200205
72,7,3031200187
73,8,3031200185
29,0,0464000644
213,17,7588700344
0,0,1924059330
115,4,7972601990
97,5,1862400213
89,2,3807500095
40,0,6392003330
140,9,6379500840
350,24,7234600735
111,1,2922701760
66,4,2595300235
344,30,0993002103
129,6,1591000025
72,4,3438502670
82,1,4423100080
49,0,2770605944
329,33,9267200225
0,0,9573120240
292,12,2768301267
66,2,1773100590
77,2,9285800250
136,4,6762700525
413,23,0525049148
47,0,6788202350
170,39,3540900056
92,5,0066000230
169,10,2771601370
123,22,7186800060
254,7,2663000117
301,39,1453602286
30,3,8835400780
273,21,2767601781
68,4,0293000055
103,2,6021503015
141,5,3879901965
25,0,5249804780
297,17,3797000145
101,11,7960100483
0,0,5368000060
158,8,5370200045
50,2,9285800055
82,3,8150100055
128,3,6184700180
229,31,1604600425
0,0,5458800350
338,25,6126601180
172,4,2880100675
107,0,7965100311
92,0,4317700053
238,10,4206901455
276,13,3131200985
273,21,2767601782
39,2,2487200820
136,14,2734100225
84,5,3644100175
68,2,1959701940
68,2,1959701940
235,5,1982200210
223,25,6300500466
15,0,7639900180
0,0,7694600145
136,4,2770600325
170,16,2044500301
220,13,7234601540
196,5,2397100801
111,10,2461900975
71,0,6383000820
40,1,1025049188
83,4,3644100173
94,18,0402000295
56,2,3792900050
172,12,8728100662
111,1,2652500051
196,5,0452001831
0,0,3534900170
233,12,4302200285
146,4,3622950070
73,3,1370803870
154,10,7133300049
41,5,0561000225
12,0,2226049013
345,17,3126049149
83,4,3644100172
106,8,7549801932
11,0,7649400020
72,3,8123100055
84,4,9285800800
418,13,5457801841
173,9,7834800135
99,1,7519001985
271,17,2767602760
0,0,3995700250
33,0,2021200740
0,0,4055701099
29,0,6392003944
89,3,8911000030
307,27,9834201410
0,0,4099500636
282,7,2663000044
28,0,5350201185
118,1,2491200330
211,3,4083302375
101,5,3010301085
127,2,7519001000
0,0,4058200465
0,0,5300200046
166,6,7519001160
89,1,2274000028
129,7,7625704375
106,9,8724900360
181,12,7133300078
144,4,3622950400
265,17,2767602758
146,2,0475000080
297,32,6749700057
20,1,7613701130
287,7,5694001170
135,2,2331300075
18,2,8835400006
179,7,9297301740
156,12,4358700116
0,0,8565900030
1,0,0723049420
57,0,4217400730
15,0,4073201055
36,0,0868000745
116,6,2114700988
147,4,3362401031
156,30,7129303830
127,6,9268200185
134,6,4310701861
74,2,5185100030
93,3,8910500213
161,4,9232900085
0,0,1828300100
113,20,7187000090
195,9,8818400440
103,3,6012500160
85,4,1186000175
76,9,2997800015
46,2,6822100030
0,0,3574801490
0,0,3760500730
302,12,1930301215
92,4,3416600180
310,31,9826701708
184,20,1498301180
89,5,0269000155
14,0,0755000051
99,10,7960100487
154,4,0461003175
105,11,3438501121
89,5,6413100162
216,19,1498301895
100,1,4443800520
0,0,3755100370
101,3,9547203330
135,9,5016002961
172,13,1722800895
185,27,1498300766
0,0,1224049094
111,3,0369000165
113,6,9269200685
115,5,2809600085
98,2,8132700045
178,13,3277800722
73,5,8835401075
27,3,1102000846
67,7,3331500540
21,0,6202600230
169,4,2877101500
344,23,0917000101
296,31,3126049481
230,13,3797001942
174,8,9297300902
64,2,2489200180
223,39,8944550390
35,0,2874600180
57,2,6788200290
230,13,9828702122
138,3,9530100795
63,3,3278615070
172,5,3362400625
0,0,4055700251
42,4,1250202390
145,5,3232200045
161,4,7871500090
233,16,0458000185
0,0,3840700549
96,10,7960100477
36,0,2325039056
97,10,7960100476
79,3,9269200340
43,1,3505100276
73,6,3679400513
468,28,6848200836
177,9,4302200920
55,1,6821102110
163,8,7834800190
70,2,0293000025
181,6,8850000246
59,2,7474900050
97,2,0394500019
111,14,8842400070
0,0,2540700100
50,2,3426049110
0,0,0623049144
350,28,1934800157
261,17,9828702514
36,0,1330300445
45,0,6321000086
116,23,0402000255
77,2,2484200155
67,7,4427100065
343,23,0917000100
62,1,8805900415
126,26,3904100211
197,23,9834200175
86,2,8675400005
193,7,4206901420
206,16,3465800030
14,2,7129300025
0,0,2426049202
156,5,7171100640
124,7,7626200300
0,0,9388100036
44,5,9368700282
0,0,7642200190
12,0,1118000565
0,0,1123049152
66,0,7927600120
66,3,6392000290
52,0,2872100145
6,2,4058801975
35,1,2026049082
150,8,7883601145
156,5,7171100650
166,3,2028700270
0,0,6433800230
72,1,6392000785
117,2,1623300602
79,5,3679400750
72,1,9272201484
118,12,3438500521
281,10,5694000280
203,16,7883605925
201,16,7883605925
141,4,3622950300
142,4,3622950060
69,5,5081400315
134,5,3726800236
75,4,6380500036
169,7,8818400630
174,8,9297300901
180,4,2880100525
37,0,3702900145
163,7,9297300911
141,4,3622950090
130,4,3726800233
143,5,2770604740
402,37,7228501946
102,17,1109000425
223,19,9826701407
98,1,9241900290
122,4,2767600107
122,4,2767600107
85,2,5708500360
141,4,3622950290
399,37,7228501951
372,31,3319500952
166,6,5101400991
0,0,9449100090
54,5,1498303895
117,4,9241900035
400,37,7228501944
102,4,0730000095
112,2,7519002200
119,3,6021504060
142,4,3622950390
132,5,3726800235
157,6,4242900373
154,12,3874900180
207,36,5700000140
98,4,6824100007
43,3,1426300865
491,28,6852700428
53,1,1133000709
35,1,9471201050
50,0,9103000710
72,2,8910500265
79,2,9828701301
229,27,1498302931
54,1,3213200111
195,20,1560100210
113,3,9241900030
264,17,2767602759
0,0,1159100130
240,15,1529300280
0,0,4055700425
0,0,8019200560
39,0,0139000100
0,0,4055700431
27,1,0443000054
341,40,1453602428
0,0,7812800725
307,29,8149600085
504,28,4365700543
345,17,9528101330
101,3,9547203090
109,22,1108000740
2,0,0423049109
87,1,2313900680
151,14,1722800836
487,48,8080900073
32,0,1370801675
0,0,3840700767
27,0,1070000120
30,1,2225039081
192,5,2397100850
0,0,0321100130
226,8,0952003885
135,5,3187100005
464,33,2254501160
141,3,2919700816
142,4,7518503470
81,4,0034001215
0,0,4036400180
519,34,2767604645
96,11,7960100481
135,6,2887701203
88,1,7905200206
204,5,2767601098
10,0,2875150190
339,26,6126601179
106,6,9297300370
276,52,3395070535
164,8,6646900010
67,12,6632300223
369,28,7234601378
52,1,3723800141
3,0,0123039147
269,13,2920700160
86,1,4443800335
35,3,8073000020
387,19,1972202431
48,5,7129300240
23,0,2021201070
124,4,9550200400
331,32,9826701615
23,1,3918400097
144,5,7595700146
76,5,2826049206
70,6,3679400465
26,0,4077800342
1,0,7889601530
89,3,9106000190
155,5,2887700505
222,18,2767601396
30,0,2771604487
50,1,3265300005
127,2,9550203845
207,10,4400200078
174,15,3277800728
179,9,6145602090
179,9,6145602090
102,1,2922703060
235,11,1324300435
73,1,7575700145
177,15,3277800719
77,3,9215400160
0,0,4188400220
65,2,5249803170
151,5,0952000530
359,21,6430000785
58,0,1192000724
152,12,3874900205
70,2,1370802380
60,3,7977200265
418,34,4232400945
111,3,5101404147
136,5,7548300528
40,1,0442000105
740,62,6852700282
24,0,0868001640
503,46,9826700479
142,10,8010100370
125,2,2768200251
15,0,1127000060
21,1,0603000441
146,13,2734100333
467,32,0952007107
58,3,3204300555
117,15,1105000270
111,18,7165700240
44,5,2624049191
146,2,1646502140
3,0,8961800045
0,0,2540800220
85,11,3330500490
57,4,3438501771
86,4,2461900618
153,6,2887700826
20,3,1262700060
0,0,3361401100
88,3,8156600107
0,0,9379000030
105,6,1681400270
222,28,6145600380
64,2,9829200360
41,4,6127600165
89,6,0770000030
67,2,4112100130
372,15,2663000488
72,15,3395040862
398,32,3319500954
19,0,1454600107
20,0,8098400225
0,0,7889601580
0,0,7889601580
63,4,1133000760
145,3,2919701105
78,4,1869900015
94,2,9557200080
186,25,4356200295
33,1,0579002685
349,17,7899801001
186,3,1731800938
69,2,8127700155
45,1,6823100005
78,5,8819901025
345,24,7234600739
96,11,7960100475
170,11,6379500591
23,1,7936500215
17,3,3348401322
32,1,8820902458
63,3,0430000255
167,8,7660600087
52,0,5489200075
134,5,9547202010
109,2,2883201305
123,2,5113400229
62,1,8135700020
319,20,0955000420
63,4,6373000171
74,5,8836400015
85,4,3735901295
323,31,1624049092
39,2,0429000015
345,24,7234600738
35,2,8923600195
362,16,9352900565
176,16,3277800726
176,29,7129304635
0,0,3625049070
0,0,0281100154
116,21,7187000040
469,24,6852700410
166,5,7011201465
133,5,3726800234
589,36,8857850090
177,16,3277800730
1,0,6303400930
1,0,6303400930
260,10,9521100559
64,5,8836400065
163,8,6145602205
305,24,7435500110
74,5,4235400598
59,4,3723800437
55,1,2483700030
143,5,3622950010
936,105,6003500995
144,5,3622950470
0,0,7889600960
0,0,5315100829
37,2,9554200105
48,2,6338000032
260,22,2324039166
216,14,6742700275
134,4,2767601434
34,1,6450302350
144,15,3468800007
77,4,5683500070
329,26,0993002197
137,5,3622950530
140,5,3622950050
407,16,9528101548
115,1,1623800345
33,1,3992700660
134,4,2767601432
406,38,7228501956
142,5,3622950310
38,1,0913000210
90,3,7518506645
15,1,0217500145
146,6,7595700125
76,5,9363600020
57,2,5101407365
117,7,8165500690
43,3,9275702190
33,0,2391601955
71,5,0269000634
0,0,2816900030
407,23,2768100507
116,6,5550300215
84,6,7170200172
247,13,3298700251
99,3,2895850130
0,0,1942300050
200,24,1702901458
148,3,1646501525
82,6,7409700330
51,1,9357000470
146,3,9530101210
61,2,5249803140
85,1,5101404626
256,22,4310702915
38,2,9553200007
40,7,6372000275
48,2,6381501416
197,5,0452000995
27,1,4073200408
78,1,7010700520
79,1,7010700520
60,1,7010701383
33,1,7100000031
246,7,0952003676
19,1,2726049198
82,2,0925049006
54,3,5081400580
119,3,7519000695
200,2,2516000490
60,7,9304300225
144,2,5244801665
278,11,6431500055
113,2,6815100055
89,2,2883200250
315,31,9826701706
64,4,3013301175
119,10,7625703004
42,2,2126049148
284,30,8820900770
54,1,3179101030
73,2,2489200155
154,12,7883607200
268,12,1890000315
0,0,1123049165
285,7,2264500949
13,0,5207200395
216,5,6430500051
0,0,7689600085
0,0,1483300085
141,13,0173000042
64,2,5249803141
144,5,8911000429
172,7,7011200160
87,3,3124049197
427,26,6716700105
137,36,1443500725
313,31,9826701703
239,6,6430500140
77,5,4235400601
0,0,1112700020
265,14,2508000115
79,0,2425039038
0,0,5148200090
10,2,0399000060
103,3,9530100430
0,0,6619910270
11,1,8069000216
22,3,1250204670
118,16,1105000650
220,14,2902200238
48,4,3034200046
39,0,5652600520
2,0,4058201195
62,0,2872100635
55,3,2771603212
31,3,5418500830
0,0,0795001355
55,8,9830200265
46,1,3592500850
147,4,5101402282
63,1,9212900180
90,2,1338800250
123,7,0826000110
25,1,3992700874
62,1,8805900470
61,1,8722100590
72,15,3395041065
93,3,9396700022
75,3,0439000550
84,4,9275701645
449,31,0952007106
81,5,3278600560
196,2,2516000495
228,24,1250200753
47,1,5249804495
0,0,2651100030
36,3,9275702171
328,27,3902100155
0,0,0179001260
143,2,9550203970
259,8,0476000112
0,0,8677900284
63,4,8165501410
34,1,4073800335
38,0,5317100801
58,1,9272201260
121,9,2207500805
149,2,3052700723
111,3,2856101229
144,15,6798101000
559,47,1303300037
140,4,3622950520
148,0,3856904770
134,6,9547201000
65,6,6909700420
124,10,2826049080
93,1,3856903670
140,7,5016002230
0,0,0797000186
109,11,8724900440
0,0,7365600060
107,2,8813400245
142,4,3622950510
136,6,2887700560
266,37,3083000650
81,0,1257202280
100,8,7626200141
188,4,7517500135
7,0,1223049108
129,4,5015001450
135,4,2767601433
54,2,5249802600
58,1,8924100357
146,14,8150600245
96,8,3945850070
202,26,6145600334
160,5,2877101595
97,11,7960100486
302,31,9826701704
40,1,0431500110
169,19,7985400172
72,2,9828202650
51,4,7104100045
0,0,2525049192
0,0,5458800275
8,0,2875150180
120,6,0582000545
215,13,7883604275
81,3,7153200020
115,6,5160700095
0,0,1446800470
212,5,2025049062
40,2,4177100045
162,7,9297301025
0,0,1447600046
174,21,6300000690
70,5,2815600075
435,10,6889900083
32,0,7936000562
131,6,0952003085
34,1,2607700075
5,0,3616600250
14,0,0573000700
156,3,4083302665
